,Unnamed: 0,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Time Series_ist,Duration
10,10,2,2084-11-04 11:19:06,2084-11-04 11:26:44,1,1.3,1,N,107,170,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2084-11-04 16:56:44+05:30,7
11,11,2,2084-11-04 11:19:06,2084-11-04 11:26:44,1,1.3,1,N,107,170,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2084-11-04 16:56:44+05:30,7
12,12,2,2084-11-04 11:02:59,2084-11-04 11:15:51,1,1.85,1,N,113,137,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,2084-11-04 16:45:51+05:30,12
13,13,2,2084-11-04 11:02:59,2084-11-04 11:15:51,1,1.85,1,N,113,137,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,2084-11-04 16:45:51+05:30,12
14,14,2,2084-11-04 10:46:05,2084-11-04 10:50:09,1,0.62,1,N,231,231,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2084-11-04 16:20:09+05:30,4
15,15,2,2084-11-04 10:46:05,2084-11-04 10:50:09,1,0.62,1,N,231,231,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2084-11-04 16:20:09+05:30,4
16,16,2,2053-07-11 13:25:33,2053-07-11 13:25:33,1,0.0,1,N,264,264,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053-07-11 18:55:33+05:30,0
17,17,2,2042-12-04 08:51:43,2042-12-04 08:54:47,1,0.29,1,N,162,162,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2042-12-04 14:24:47+05:30,3
18,18,2,2042-12-04 08:51:43,2042-12-04 08:54:47,1,0.29,1,N,162,162,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2042-12-04 14:24:47+05:30,3
19,19,2,2041-06-25 20:46:37,2041-06-25 20:52:37,1,1.34,1,N,239,151,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,2041-06-26 02:22:37+05:30,6
20,20,2,2037-11-17 21:24:28,2037-11-17 21:46:03,1,2.99,1,N,170,143,1,15.0,0.5,0.5,1.7,0.0,0.3,18.0,2037-11-18 03:16:03+05:30,21
21,21,2,2037-11-17 21:24:28,2037-11-17 21:46:03,1,2.99,1,N,170,143,1,15.0,0.5,0.5,1.7,0.0,0.3,18.0,2037-11-18 03:16:03+05:30,21
22,22,2,2032-02-02 00:39:23,2032-02-02 01:11:39,4,23.21,1,N,132,228,2,62.0,0.5,0.5,0.0,0.0,0.3,63.3,2032-02-02 06:41:39+05:30,32
23,23,2,2031-02-13 17:36:35,2031-02-13 17:45:36,1,1.44,1,N,236,237,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8,2031-02-13 23:15:36+05:30,9
24,24,2,2031-02-13 17:21:28,2031-02-13 17:35:36,1,1.69,1,N,141,236,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8,2031-02-13 23:05:36+05:30,14
25,25,2,2029-05-06 20:43:14,2029-05-06 21:03:14,4,4.47,1,N,162,80,1,17.5,0.5,0.5,4.91,5.76,0.3,29.47,2029-05-07 02:33:14+05:30,20
26,26,2,2029-05-05 23:22:18,2029-05-06 02:02:00,1,11.51,1,N,148,244,1,34.5,0.5,0.5,0.0,0.0,0.3,35.8,2029-05-06 07:32:00+05:30,159
27,27,2,2026-02-13 11:53:54,2026-02-13 11:58:02,2,0.85,1,N,161,43,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8,2026-02-13 17:28:02+05:30,4
28,28,2,2026-02-13 11:06:18,2026-02-13 18:26:09,2,3.14,1,N,163,246,2,20.0,1.0,0.5,0.0,0.0,0.3,21.8,2026-02-13 23:56:09+05:30,439
29,29,2,2021-09-13 12:19:52,2021-09-13 12:22:07,1,0.0,1,N,193,193,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-13 17:52:07+05:30,2
30,30,2,2020-12-10 20:34:26,2020-12-10 20:54:46,1,4.62,1,N,50,231,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8,2020-12-11 02:24:46+05:30,20
31,31,2,2020-12-10 20:23:43,2020-12-10 20:32:35,1,2.44,1,N,90,50,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,2020-12-11 02:02:35+05:30,8
32,32,2,2020-08-01 00:20:58,2020-08-01 00:47:09,1,16.71,1,N,143,138,1,45.5,0.0,0.5,10.41,5.76,0.3,62.47,2020-08-01 06:17:09+05:30,26
33,33,2,2020-08-01 00:07:04,2020-08-01 00:20:28,1,2.3,1,N,238,143,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,2020-08-01 05:50:28+05:30,13
34,34,2,2020-03-05 18:44:16,2020-03-06 15:14:32,1,2.39,1,N,125,161,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,2020-03-06 20:44:32+05:30,1230
35,35,2,2020-03-05 18:44:16,2020-03-06 15:14:32,1,2.39,1,N,125,161,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,2020-03-06 20:44:32+05:30,1230
36,36,2,2020-03-05 18:33:57,2020-03-05 18:40:39,1,1.04,1,N,231,125,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,2020-03-06 00:10:39+05:30,6
37,37,2,2020-03-05 18:33:57,2020-03-05 18:40:39,1,1.04,1,N,231,125,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,2020-03-06 00:10:39+05:30,6
38,38,2,2020-03-05 18:13:12,2020-03-05 18:21:27,1,1.26,1,N,79,45,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2020-03-05 23:51:27+05:30,8
39,39,2,2020-03-05 18:13:12,2020-03-05 18:21:27,1,1.26,1,N,79,45,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2020-03-05 23:51:27+05:30,8
40,40,2,2020-03-05 18:06:06,2020-03-05 18:11:37,1,0.9,1,N,234,79,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,2020-03-05 23:41:37+05:30,5
41,41,2,2020-03-05 18:06:06,2020-03-05 18:11:37,1,0.9,1,N,234,79,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,2020-03-05 23:41:37+05:30,5
42,42,2,2020-03-05 18:01:50,2020-03-05 18:05:26,1,0.49,1,N,90,234,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2020-03-05 23:35:26+05:30,3
43,43,2,2020-03-05 18:01:50,2020-03-05 18:05:26,1,0.49,1,N,90,234,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2020-03-05 23:35:26+05:30,3
44,44,2,2020-03-05 17:34:30,2020-03-05 17:40:27,1,1.13,1,N,238,143,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,2020-03-05 23:10:27+05:30,5
45,45,2,2020-03-05 17:34:30,2020-03-05 17:40:27,1,1.13,1,N,238,143,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,2020-03-05 23:10:27+05:30,5
46,46,2,2019-11-21 04:51:09,2019-11-21 04:54:11,1,0.0,5,N,264,264,2,96.0,0.0,0.0,0.0,0.0,0.3,96.3,2019-11-21 10:24:11+05:30,3
47,47,2,2019-11-21 03:48:17,2019-11-21 03:55:07,5,1.6,1,N,264,264,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,2019-11-21 09:25:07+05:30,6
48,48,2,2019-11-21 03:32:56,2019-11-21 03:36:02,5,0.78,1,N,264,264,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2019-11-21 09:06:02+05:30,3
49,49,2,2019-11-21 02:58:53,2019-11-21 03:05:19,5,1.13,1,N,264,264,1,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2019-11-21 08:35:19+05:30,6
50,50,2,2019-11-21 01:53:19,2019-11-21 02:18:39,5,9.44,1,N,264,264,2,31.0,0.5,0.5,0.0,0.0,0.3,32.3,2019-11-21 07:48:39+05:30,25
51,51,2,2019-11-20 22:10:22,2019-11-20 22:28:11,5,4.32,1,N,264,264,1,16.0,0.5,0.5,1.7,0.0,0.3,19.0,2019-11-21 03:58:11+05:30,17
52,52,2,2019-09-09 11:33:53,2019-09-09 15:10:50,1,1.1,1,N,162,141,1,8.0,0.0,0.5,1.2,0.0,0.3,10.0,2019-09-09 20:40:50+05:30,216
53,53,2,2019-09-09 11:33:53,2019-09-09 15:10:50,1,1.1,1,N,162,141,1,8.0,0.0,0.5,1.2,0.0,0.3,10.0,2019-09-09 20:40:50+05:30,216
54,54,2,2019-09-09 11:07:13,2019-09-09 11:26:59,1,2.3,1,N,43,170,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3,2019-09-09 16:56:59+05:30,19
55,55,2,2019-09-09 11:07:13,2019-09-09 11:26:59,1,2.3,1,N,43,170,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3,2019-09-09 16:56:59+05:30,19
56,56,2,2019-09-09 10:42:03,2019-09-09 10:53:56,1,1.96,1,N,237,236,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,2019-09-09 16:23:56+05:30,11
57,57,2,2019-09-09 10:42:03,2019-09-09 10:53:56,1,1.96,1,N,237,236,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,2019-09-09 16:23:56+05:30,11
58,58,2,2019-09-09 10:19:44,2019-09-09 10:31:26,1,0.93,1,N,162,170,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3,2019-09-09 16:01:26+05:30,11
59,59,2,2019-09-09 10:19:44,2019-09-09 10:31:26,1,0.93,1,N,162,170,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3,2019-09-09 16:01:26+05:30,11
60,60,2,2019-09-09 09:44:31,2019-09-09 09:50:15,1,0.94,1,N,211,113,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,2019-09-09 15:20:15+05:30,5
61,61,2,2019-09-09 09:44:31,2019-09-09 09:50:15,1,0.94,1,N,211,113,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,2019-09-09 15:20:15+05:30,5
62,62,2,2019-06-28 19:07:53,2019-06-28 19:38:18,1,6.2,1,N,79,61,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,2019-06-29 01:08:18+05:30,30
63,63,2,2019-06-28 18:48:49,2019-06-28 19:02:17,1,1.67,1,N,114,224,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,2019-06-29 00:32:17+05:30,13
64,64,2,2019-06-28 18:31:15,2019-06-28 18:36:37,1,1.17,1,N,125,68,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2019-06-29 00:06:37+05:30,5
65,65,2,2019-06-28 18:02:30,2019-06-28 18:18:16,1,2.6,1,N,249,261,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,2019-06-28 23:48:16+05:30,15
66,66,2,2019-06-28 17:20:53,2019-06-28 17:30:48,1,1.61,1,N,114,231,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2019-06-28 23:00:48+05:30,9
67,67,2,2019-06-28 17:06:17,2019-06-28 17:14:13,1,1.3,1,N,234,4,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2019-06-28 22:44:13+05:30,7
68,68,2,2019-06-28 16:33:22,2019-06-28 16:48:00,1,2.08,1,N,236,162,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2019-06-28 22:18:00+05:30,14
69,69,2,2019-06-28 15:51:20,2019-06-28 16:09:29,1,5.11,1,N,148,262,2,18.0,1.0,0.5,0.0,0.0,0.3,19.8,2019-06-28 21:39:29+05:30,18
70,70,2,2019-06-28 14:54:47,2019-06-28 15:23:19,1,7.47,1,N,237,160,2,26.5,1.0,0.5,0.0,0.0,0.3,28.3,2019-06-28 20:53:19+05:30,28
71,71,2,2019-06-28 14:35:53,2019-06-28 14:40:22,1,0.42,1,N,262,140,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3,2019-06-28 20:10:22+05:30,4
72,72,2,2019-06-28 14:21:03,2019-06-28 14:31:02,1,1.48,1,N,237,140,1,8.0,1.0,0.5,1.5,0.0,0.3,11.3,2019-06-28 20:01:02+05:30,9
73,73,2,2019-06-28 13:42:27,2019-06-28 13:47:51,1,0.71,1,N,262,141,1,5.5,1.0,0.5,1.0,0.0,0.3,8.3,2019-06-28 19:17:51+05:30,5
74,74,2,2019-06-28 13:26:09,2019-06-28 13:33:02,1,0.88,1,N,238,236,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3,2019-06-28 19:03:02+05:30,6
75,75,2,2019-06-28 13:09:08,2019-06-28 13:17:03,1,1.31,1,N,236,239,1,7.5,1.0,0.5,2.79,0.0,0.3,12.09,2019-06-28 18:47:03+05:30,7
76,76,2,2019-06-28 13:00:08,2019-06-28 13:07:03,1,0.85,1,N,140,237,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3,2019-06-28 18:37:03+05:30,6
77,77,2,2019-05-10 08:16:22,2019-05-10 15:28:19,1,1.45,1,N,161,137,1,8.5,1.0,0.5,2.06,0.0,0.3,12.36,2019-05-10 20:58:19+05:30,431
78,78,2,2019-05-10 07:55:57,2019-05-10 08:06:38,1,1.54,1,N,236,162,1,9.0,1.0,0.5,1.5,0.0,0.3,12.3,2019-05-10 13:36:38+05:30,10
79,79,2,2019-05-10 07:30:30,2019-05-10 07:52:19,1,3.21,1,N,164,236,1,15.5,1.0,0.5,2.0,0.0,0.3,19.3,2019-05-10 13:22:19+05:30,21
80,80,2,2019-05-07 01:21:01,2019-05-07 01:50:19,5,17.51,2,N,132,229,1,52.0,0.0,0.5,17.57,5.76,0.3,76.13,2019-05-07 07:20:19+05:30,29
81,81,2,2019-05-05 01:32:40,2019-05-05 01:39:56,2,1.25,1,N,114,79,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,2019-05-05 07:09:56+05:30,7
82,82,2,2019-05-05 01:10:26,2019-05-05 01:23:21,2,2.38,1,N,87,234,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2019-05-05 06:53:21+05:30,12
83,83,2,2019-04-28 17:07:42,2019-04-28 17:10:45,1,0.62,1,N,229,162,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25,2019-04-28 22:40:45+05:30,3
84,84,2,2019-04-19 00:05:57,2019-04-19 00:09:35,1,0.34,1,N,237,237,2,4.0,1.0,0.5,0.0,0.0,0.3,5.8,2019-04-19 05:39:35+05:30,3
85,85,2,2019-04-13 17:53:44,2019-04-14 00:59:01,2,1.29,1,N,13,87,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36,2019-04-14 06:29:01+05:30,425
86,86,2,2019-04-13 17:34:44,2019-04-13 17:43:55,2,1.63,1,N,249,261,1,8.0,1.0,0.5,2.45,0.0,0.3,12.25,2019-04-13 23:13:55+05:30,9
87,87,2,2019-04-13 17:14:27,2019-04-13 17:30:21,2,1.9,1,N,137,249,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8,2019-04-13 23:00:21+05:30,15
88,88,2,2019-04-13 17:05:15,2019-04-13 17:13:32,2,1.37,1,N,233,137,1,7.5,1.0,0.5,1.25,0.0,0.3,10.55,2019-04-13 22:43:32+05:30,8
89,89,2,2019-04-07 09:49:57,2019-04-07 10:01:03,1,1.6,1,N,170,229,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,2019-04-07 15:31:03+05:30,11
90,90,2,2019-04-07 09:37:57,2019-04-07 09:46:04,1,1.57,1,N,230,234,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,2019-04-07 15:16:04+05:30,8
91,91,2,2019-04-07 09:29:33,2019-04-07 09:35:22,1,1.08,1,N,246,230,1,6.0,0.5,0.5,1.82,0.0,0.3,9.12,2019-04-07 15:05:22+05:30,5
92,92,2,2019-04-07 09:14:15,2019-04-07 09:24:03,1,1.41,1,N,142,50,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2019-04-07 14:54:03+05:30,9
93,93,2,2019-03-25 09:37:07,2019-03-25 17:06:31,5,13.24,1,N,70,62,1,38.0,0.5,0.5,7.86,0.0,0.3,47.16,2019-03-25 22:36:31+05:30,449
94,94,2,2019-03-24 12:02:19,2019-03-24 12:51:00,1,28.12,2,N,13,132,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,2019-03-24 18:21:00+05:30,48
95,95,2,2019-03-23 09:36:59,2019-03-23 16:58:33,2,8.86,1,N,138,233,1,26.5,1.0,0.5,6.81,5.76,0.3,40.87,2019-03-23 22:28:33+05:30,441
96,96,2,2019-03-21 16:24:52,2019-03-21 16:47:01,5,4.49,1,N,236,113,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,2019-03-21 22:17:01+05:30,22
97,97,2,2019-03-21 16:10:59,2019-03-21 16:19:22,5,1.95,1,N,236,75,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2019-03-21 21:49:22+05:30,8
98,98,2,2019-03-17 01:38:09,2019-03-17 02:00:03,1,4.24,1,N,170,238,1,17.5,0.5,0.5,4.7,0.0,0.3,23.5,2019-03-17 07:30:03+05:30,21
99,99,2,2019-03-17 01:26:07,2019-03-17 01:30:28,1,0.7,1,N,113,234,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2019-03-17 07:00:28+05:30,4
100,100,2,2019-03-17 01:13:50,2019-03-17 01:19:25,1,1.22,1,N,113,249,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,2019-03-17 06:49:25+05:30,5
101,101,2,2019-03-17 01:04:30,2019-03-17 01:10:43,1,1.23,1,N,231,113,1,6.5,1.0,0.5,1.24,0.0,0.3,9.54,2019-03-17 06:40:43+05:30,6
102,102,2,2019-03-13 06:50:11,2019-03-13 06:55:53,1,1.02,1,N,43,238,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,2019-03-13 12:25:53+05:30,5
103,103,2,2019-03-12 23:36:56,2019-03-13 07:16:34,1,5.27,1,N,100,7,2,26.5,0.0,0.5,0.0,0.0,0.3,27.3,2019-03-13 12:46:34+05:30,459
104,104,2,2019-03-12 23:28:13,2019-03-12 23:34:55,1,0.86,1,N,234,164,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5,2019-03-13 05:04:55+05:30,6
105,105,2,2019-03-12 23:12:48,2019-03-12 23:23:38,1,1.1,1,N,137,113,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,2019-03-13 04:53:38+05:30,10
106,106,2,2019-03-07 06:25:03,2019-03-07 15:25:31,1,8.66,1,N,163,54,1,38.0,0.0,0.5,7.76,0.0,0.3,46.56,2019-03-07 20:55:31+05:30,540
107,107,2,2019-03-04 12:35:59,2019-03-04 13:07:03,2,5.52,1,N,50,179,1,23.0,0.0,0.5,0.0,0.0,0.3,23.8,2019-03-04 18:37:03+05:30,31
108,108,2,2019-03-04 00:13:56,2019-03-04 00:32:39,5,11.94,1,N,70,265,2,32.5,0.0,0.5,0.0,0.0,0.3,33.3,2019-03-04 06:02:39+05:30,18
109,109,2,2019-03-03 03:27:20,2019-03-03 12:01:14,1,6.37,1,N,170,13,1,27.0,0.0,0.5,4.5,0.0,0.3,32.3,2019-03-03 17:31:14+05:30,513
110,110,2,2019-03-03 03:08:07,2019-03-03 03:20:33,1,0.92,1,N,161,170,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,2019-03-03 08:50:33+05:30,12
111,111,2,2019-03-02 00:21:41,2019-03-02 09:00:42,2,9.75,1,N,161,138,1,34.0,1.0,0.5,8.0,5.76,0.3,49.56,2019-03-02 14:30:42+05:30,519
112,112,2,2019-03-01 01:07:25,2019-03-01 09:45:50,2,14.54,1,N,100,51,1,43.5,0.5,0.5,0.0,0.0,0.3,44.8,2019-03-01 15:15:50+05:30,518
113,113,2,2019-02-28 07:41:58,2019-02-28 07:55:33,5,4.33,1,N,186,238,2,15.0,1.0,0.5,0.0,0.0,0.3,16.8,2019-02-28 13:25:33+05:30,13
114,114,2,2019-02-28 07:03:51,2019-02-28 07:13:14,5,1.75,1,N,230,68,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8,2019-02-28 12:43:14+05:30,9
115,115,2,2019-02-25 07:15:01,2019-02-25 07:22:26,2,1.48,1,N,42,116,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2019-02-25 12:52:26+05:30,7
116,116,2,2019-02-24 05:57:25,2019-02-24 14:11:37,1,2.21,1,N,137,163,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,2019-02-24 19:41:37+05:30,494
117,117,2,2019-02-24 05:27:39,2019-02-24 05:31:59,1,0.36,1,N,234,137,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,2019-02-24 11:01:59+05:30,4
118,118,2,2019-02-23 16:48:38,2019-02-23 17:01:14,1,2.04,1,N,107,231,1,10.0,1.0,0.5,2.95,0.0,0.3,14.75,2019-02-23 22:31:14+05:30,12
119,119,2,2019-02-23 16:38:23,2019-02-23 16:46:14,1,0.91,1,N,100,234,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3,2019-02-23 22:16:14+05:30,7
120,120,2,2019-02-23 16:27:08,2019-02-23 16:31:56,1,0.78,1,N,48,68,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76,2019-02-23 22:01:56+05:30,4
121,121,2,2019-02-23 16:13:35,2019-02-23 16:19:34,1,0.86,1,N,48,246,1,6.0,1.0,0.5,0.0,0.0,0.3,7.8,2019-02-23 21:49:34+05:30,5
122,122,2,2019-02-19 22:24:28,2019-02-20 06:41:29,1,1.99,1,N,161,142,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8,2019-02-20 12:11:29+05:30,497
123,123,2,2019-02-19 21:55:07,2019-02-19 22:05:07,1,1.17,1,N,161,186,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,2019-02-20 03:35:07+05:30,10
124,124,2,2019-02-19 16:32:12,2019-02-19 16:35:28,2,0.63,1,N,238,239,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,2019-02-19 22:05:28+05:30,3
125,125,2,2019-02-19 16:25:54,2019-02-19 16:29:27,2,0.62,1,N,238,238,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,2019-02-19 21:59:27+05:30,3
126,126,2,2019-02-19 14:54:33,2019-02-19 23:08:12,1,1.39,1,N,229,170,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,2019-02-20 04:38:12+05:30,493
127,127,2,2019-02-13 23:06:39,2019-02-13 23:13:37,1,0.74,1,N,142,142,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,2019-02-14 04:43:37+05:30,6
128,128,2,2019-02-13 22:50:16,2019-02-13 23:02:23,1,0.73,1,N,142,142,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,2019-02-14 04:32:23+05:30,12
129,129,2,2019-02-13 22:34:52,2019-02-13 22:48:04,1,1.14,1,N,162,142,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,2019-02-14 04:18:04+05:30,13
130,130,2,2019-02-13 06:20:00,2019-02-13 06:29:04,6,1.52,1,N,186,137,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,2019-02-13 11:59:04+05:30,9
131,131,2,2019-02-11 04:39:43,2019-02-11 05:00:11,2,8.32,1,N,13,236,1,25.5,0.0,0.5,2.0,0.0,0.3,30.25,2019-02-11 10:30:11+05:30,20
132,132,2,2019-02-10 11:36:02,2019-02-10 11:47:02,1,2.33,1,N,107,232,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,2019-02-10 17:17:02+05:30,11
133,133,2,2019-02-09 19:40:19,2019-02-09 19:47:29,1,0.75,1,N,161,163,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,2019-02-10 01:17:29+05:30,7
134,134,2,2019-02-09 19:33:55,2019-02-09 19:38:54,1,0.8,1,N,164,161,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,2019-02-10 01:08:54+05:30,4
135,135,2,2019-02-08 17:35:27,2019-02-09 00:53:56,5,2.61,1,N,70,129,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8,2019-02-09 06:23:56+05:30,438
136,136,2,2019-02-08 16:09:17,2019-02-08 16:19:28,1,1.65,1,N,211,90,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8,2019-02-08 21:49:28+05:30,10
137,137,2,2019-02-06 23:34:30,2019-02-06 23:55:43,5,1.95,1,N,161,48,1,14.0,1.0,0.5,3.16,0.0,0.3,18.96,2019-02-07 05:25:43+05:30,21
138,138,2,2019-02-06 23:13:25,2019-02-06 23:19:19,5,0.76,1,N,48,170,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36,2019-02-07 04:49:19+05:30,5
139,139,2,2019-02-06 23:01:28,2019-02-06 23:11:35,5,0.78,1,N,164,230,1,7.5,1.0,0.5,2.32,0.0,0.3,11.62,2019-02-07 04:41:35+05:30,10
140,140,2,2019-02-03 23:33:42,2019-02-04 07:09:55,2,18.13,2,N,132,42,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,2019-02-04 12:39:55+05:30,456
141,141,2,2019-02-02 21:52:47,2019-02-03 05:12:52,1,2.18,1,N,140,164,1,13.5,0.5,0.5,1.0,0.0,0.3,15.8,2019-02-03 10:42:52+05:30,440
142,142,2,2019-02-02 21:16:07,2019-02-02 21:32:46,1,1.6,1,N,140,162,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,2019-02-03 03:02:46+05:30,16
143,143,2,2019-02-02 08:51:51,2019-02-02 08:58:07,1,1.62,1,N,246,143,1,7.0,1.0,0.5,1.0,0.0,0.3,9.8,2019-02-02 14:28:07+05:30,6
