,Unnamed: 0,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,location
108,108,2,2019-03-04T00:13:56.000,2019-03-04T00:32:39.000,5,11.94,1,N,70,265,2,32.5,0.0,0.5,0.0,0.0,0.3,33.3,Noida sec-70
109,109,2,2019-03-03T03:27:20.000,2019-03-03T12:01:14.000,1,6.37,1,N,170,13,1,27.0,0.0,0.5,4.5,0.0,0.3,32.3,Noida Sec-5
110,110,2,2019-03-03T03:08:07.000,2019-03-03T03:20:33.000,1,0.92,1,N,161,170,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,Noida Sec-3
111,111,2,2019-03-02T00:21:41.000,2019-03-02T09:00:42.000,2,9.75,1,N,161,138,1,34.0,1.0,0.5,8.0,5.76,0.3,49.56,Noida Sec-3
112,112,2,2019-03-01T01:07:25.000,2019-03-01T09:45:50.000,2,14.54,1,N,100,51,1,43.5,0.5,0.5,0.0,0.0,0.3,44.8,Noida Sec-63
113,113,2,2019-02-28T07:41:58.000,2019-02-28T07:55:33.000,5,4.33,1,N,186,238,2,15.0,1.0,0.5,0.0,0.0,0.3,16.8,Noida Sec-23
114,114,2,2019-02-28T07:03:51.000,2019-02-28T07:13:14.000,5,1.75,1,N,230,68,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8,Noida sec-69
115,115,2,2019-02-25T07:15:01.000,2019-02-25T07:22:26.000,2,1.48,1,N,42,116,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-43
116,116,2,2019-02-24T05:57:25.000,2019-02-24T14:11:37.000,1,2.21,1,N,137,163,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,Noida Sec-38
117,117,2,2019-02-24T05:27:39.000,2019-02-24T05:31:59.000,1,0.36,1,N,234,137,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,Noida Sec-34
118,118,2,2019-02-23T16:48:38.000,2019-02-23T17:01:14.000,1,2.04,1,N,107,231,1,10.0,1.0,0.5,2.95,0.0,0.3,14.75,Noida Sec-50
119,119,2,2019-02-23T16:38:23.000,2019-02-23T16:46:14.000,1,0.91,1,N,100,234,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3,Noida Sec-63
120,120,2,2019-02-23T16:27:08.000,2019-02-23T16:31:56.000,1,0.78,1,N,48,68,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76,Noida Sec-6
121,121,2,2019-02-23T16:13:35.000,2019-02-23T16:19:34.000,1,0.86,1,N,48,246,1,6.0,1.0,0.5,0.0,0.0,0.3,7.8,Noida Sec-6
122,122,2,2019-02-19T22:24:28.000,2019-02-20T06:41:29.000,1,1.99,1,N,161,142,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8,Noida Sec-3
123,123,2,2019-02-19T21:55:07.000,2019-02-19T22:05:07.000,1,1.17,1,N,161,186,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,Noida Sec-3
124,124,2,2019-02-19T16:32:12.000,2019-02-19T16:35:28.000,2,0.63,1,N,238,239,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,Noida Sec-15
125,125,2,2019-02-19T16:25:54.000,2019-02-19T16:29:27.000,2,0.62,1,N,238,238,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,Noida Sec-15
126,126,2,2019-02-19T14:54:33.000,2019-02-19T23:08:12.000,1,1.39,1,N,229,170,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,Noida Sec-18
127,127,2,2019-02-13T23:06:39.000,2019-02-13T23:13:37.000,1,0.74,1,N,142,142,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,Noida Sec-1
128,128,2,2019-02-13T22:50:16.000,2019-02-13T23:02:23.000,1,0.73,1,N,142,142,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,Noida Sec-1
129,129,2,2019-02-13T22:34:52.000,2019-02-13T22:48:04.000,1,1.14,1,N,162,142,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,Noida Sec-19
130,130,2,2019-02-13T06:20:00.000,2019-02-13T06:29:04.000,6,1.52,1,N,186,137,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,Noida Sec-23
131,131,2,2019-02-11T04:39:43.000,2019-02-11T05:00:11.000,2,8.32,1,N,13,236,1,25.5,0.0,0.5,2.0,0.0,0.3,30.25,Noida Sec-53
132,132,2,2019-02-10T11:36:02.000,2019-02-10T11:47:02.000,1,2.33,1,N,107,232,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,Noida Sec-50
133,133,2,2019-02-09T19:40:19.000,2019-02-09T19:47:29.000,1,0.75,1,N,161,163,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,Noida Sec-3
134,134,2,2019-02-09T19:33:55.000,2019-02-09T19:38:54.000,1,0.8,1,N,164,161,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,Noida Sec-12
135,135,2,2019-02-08T17:35:27.000,2019-02-09T00:53:56.000,5,2.61,1,N,70,129,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8,Noida sec-70
136,136,2,2019-02-08T16:09:17.000,2019-02-08T16:19:28.000,1,1.65,1,N,211,90,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8,Noida Sec-35
137,137,2,2019-02-06T23:34:30.000,2019-02-06T23:55:43.000,5,1.95,1,N,161,48,1,14.0,1.0,0.5,3.16,0.0,0.3,18.96,Noida Sec-3
138,138,2,2019-02-06T23:13:25.000,2019-02-06T23:19:19.000,5,0.76,1,N,48,170,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36,Noida Sec-6
139,139,2,2019-02-06T23:01:28.000,2019-02-06T23:11:35.000,5,0.78,1,N,164,230,1,7.5,1.0,0.5,2.32,0.0,0.3,11.62,Noida Sec-12
140,140,2,2019-02-03T23:33:42.000,2019-02-04T07:09:55.000,2,18.13,2,N,132,42,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,Noida Sec-8
141,141,2,2019-02-02T21:52:47.000,2019-02-03T05:12:52.000,1,2.18,1,N,140,164,1,13.5,0.5,0.5,1.0,0.0,0.3,15.8,Noida Sec-31
142,142,2,2019-02-02T21:16:07.000,2019-02-02T21:32:46.000,1,1.6,1,N,140,162,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,Noida Sec-31
143,143,2,2019-02-02T08:51:51.000,2019-02-02T08:58:07.000,1,1.62,1,N,246,143,1,7.0,1.0,0.5,1.0,0.0,0.3,9.8,Noida Sec-33
144,144,2,2019-01-31T14:44:28.000,2019-01-31T15:01:28.000,1,5.88,1,N,90,146,1,18.5,0.5,0.5,0.0,0.0,0.3,19.8,Noida Sec-42
145,145,2,2019-01-29T14:13:01.000,2019-01-29T14:21:47.000,1,0.82,1,N,211,144,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,Noida Sec-35
146,146,2,2019-01-29T13:55:44.000,2019-01-29T14:08:49.000,1,1.69,1,N,79,211,1,9.5,0.0,0.5,3.09,0.0,0.3,13.39,Noida Sec-4
147,147,2,2019-01-29T09:10:23.000,2019-01-29T09:16:47.000,2,1.81,1,N,43,151,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,Noida Sec-21
148,148,2,2019-01-29T08:35:47.000,2019-01-29T09:05:34.000,2,2.04,1,N,74,41,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8,Noida Sec-56
149,149,2,2019-01-29T08:23:12.000,2019-01-29T08:32:44.000,2,2.18,1,N,141,74,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,Noida Sec-25
150,150,2,2019-01-29T06:57:55.000,2019-01-29T14:21:19.000,1,2.61,1,N,239,162,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8,Noida Sec-27
151,151,2,2019-01-29T06:29:17.000,2019-01-29T06:45:31.000,1,1.45,1,N,163,50,1,11.0,0.0,0.5,2.0,0.0,0.3,13.8,Noida Sec-13
152,152,2,2019-01-29T06:08:21.000,2019-01-29T06:28:14.000,1,1.53,1,N,143,237,1,12.5,0.0,0.5,3.99,0.0,0.3,17.29,Noida Sec-52
153,153,2,2019-01-26T03:16:01.000,2019-01-26T03:32:02.000,1,0.8,1,N,230,186,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,Noida sec-69
