,Unnamed: 0,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,location
12,262,1,2018-12-31T23:59:00.000,2019-01-01T00:11:41.000,1,1.3,1,N,161,237,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,Noida Sec-3
13,263,2,2018-12-31T23:59:00.000,2019-01-01T00:23:24.000,5,3.59,1,N,161,68,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,Noida Sec-3
14,264,1,2018-12-31T23:58:59.000,2019-01-01T00:30:39.000,3,5.8,1,N,158,41,1,24.0,0.5,0.5,3.8,0.0,0.3,29.1,Noida Sec-24
15,265,2,2018-12-31T23:58:56.000,2018-12-31T23:59:49.000,1,0.11,1,N,162,161,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-19
16,266,1,2018-12-31T23:58:55.000,2019-01-01T00:03:41.000,1,1.0,1,N,239,142,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5,Noida Sec-27
17,267,2,2018-12-31T23:58:53.000,2019-01-01T00:05:23.000,1,1.03,1,N,48,143,1,6.5,0.5,0.5,1.2,0.0,0.3,9.0,Noida Sec-6
18,268,1,2018-12-31T23:58:53.000,2019-01-01T00:02:24.000,1,0.5,1,N,231,209,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-20
19,269,1,2018-12-31T23:58:51.000,2019-01-01T00:11:06.000,1,4.0,1,N,229,260,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35,Noida Sec-18
20,270,2,2018-12-31T23:58:50.000,2019-01-01T00:02:51.000,1,0.85,1,N,137,79,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-6.3,Noida Sec-38
21,271,2,2018-12-31T23:58:50.000,2019-01-01T00:02:51.000,1,0.85,1,N,137,79,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-38
22,272,2,2018-12-31T23:58:46.000,2019-01-01T00:27:15.000,5,1.53,1,N,107,90,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,Noida Sec-50
23,273,1,2018-12-31T23:58:45.000,2019-01-01T00:37:04.000,2,16.6,1,N,162,26,2,48.5,0.5,0.5,0.0,5.76,0.3,55.56,Noida Sec-19
24,274,1,2018-12-31T23:58:44.000,2019-01-01T00:16:54.000,1,3.0,1,N,144,170,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3,Noida Sec-26
25,275,1,2018-12-31T23:58:43.000,2019-01-01T00:13:49.000,1,1.8,1,N,158,68,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,Noida Sec-24
26,276,1,2018-12-31T23:58:38.000,2019-01-01T00:03:29.000,1,1.1,1,N,141,237,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,Noida Sec-25
27,277,1,2018-12-31T23:58:37.000,2019-01-01T00:14:04.000,1,6.4,1,N,162,13,3,20.0,0.5,0.5,0.0,0.0,0.3,21.3,Noida Sec-19
28,278,2,2018-12-31T23:58:36.000,2019-01-01T00:38:22.000,1,15.81,1,N,140,77,1,47.0,0.5,0.5,0.0,0.0,0.3,48.3,Noida Sec-31
29,279,2,2018-12-31T23:58:34.000,2019-01-01T00:05:04.000,1,1.58,1,N,263,141,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-7
30,280,2,2018-12-31T23:58:34.000,2019-01-01T00:19:37.000,1,5.94,1,N,229,80,1,20.5,0.5,0.5,4.36,0.0,0.3,26.16,Noida Sec-18
31,281,2,2018-12-31T23:58:33.000,2019-01-01T00:20:52.000,1,3.21,1,N,164,236,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,Noida Sec-12
32,282,2,2018-12-31T23:58:33.000,2019-01-01T00:03:11.000,1,0.66,1,N,239,239,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3,Noida Sec-27
33,283,1,2018-12-31T23:58:32.000,2019-01-01T00:09:35.000,1,0.7,1,N,164,164,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-12
34,284,2,2018-12-31T23:58:30.000,2019-01-01T00:03:53.000,1,1.43,1,N,236,163,1,6.5,0.5,0.5,1.17,0.0,0.3,8.97,Noida Sec-10
35,285,4,2018-12-31T23:58:29.000,2019-01-01T00:00:42.000,1,0.22,1,N,170,164,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-5
36,286,1,2018-12-31T23:58:29.000,2018-12-31T23:59:33.000,1,0.3,1,N,116,116,1,3.0,0.5,0.5,0.85,0.0,0.3,5.15,Noida Sec-40
37,287,2,2018-12-31T23:58:29.000,2019-01-01T00:06:24.000,1,0.71,1,N,142,48,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-1
38,288,2,2018-12-31T23:58:28.000,2019-01-01T00:02:21.000,1,1.63,1,N,142,238,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,Noida Sec-1
39,289,2,2018-12-31T23:58:28.000,2019-01-01T00:35:13.000,1,20.91,1,N,132,52,1,56.5,0.5,0.5,11.56,0.0,0.3,69.36,Noida Sec-8
40,290,1,2018-12-31T23:58:27.000,2019-01-01T00:22:30.000,2,2.8,1,N,79,68,1,16.0,0.5,0.5,1.73,0.0,0.3,19.03,Noida Sec-4
41,291,2,2018-12-31T23:58:26.000,2019-01-01T00:05:44.000,1,2.42,1,N,137,237,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,Noida Sec-38
42,292,2,2018-12-31T23:58:25.000,2019-01-01T00:19:24.000,3,13.2,1,N,137,130,2,36.0,0.5,0.5,0.0,5.76,0.3,43.06,Noida Sec-38
43,293,2,2018-12-31T23:58:23.000,2019-01-01T00:02:42.000,2,0.7,1,N,113,114,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-16
44,294,2,2018-12-31T23:58:21.000,2019-01-01T00:04:48.000,3,1.23,1,N,107,170,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-50
45,295,2,2018-12-31T23:58:18.000,2019-01-01T00:10:30.000,1,6.58,2,N,138,262,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,Noida Sec-11
46,296,2,2018-12-31T23:58:12.000,2019-01-01T00:15:40.000,1,4.79,1,N,140,68,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,Noida Sec-31
47,297,2,2018-12-31T23:58:12.000,2019-01-01T00:09:42.000,6,2.71,1,N,162,239,1,10.5,0.5,0.5,3.54,0.0,0.3,15.34,Noida Sec-19
48,298,2,2018-12-31T23:58:11.000,2019-01-01T00:34:42.000,1,8.57,1,N,68,225,1,30.0,0.5,0.5,6.26,0.0,0.3,37.56,Noida Sec-22
49,299,2,2018-12-31T23:58:11.000,2019-01-01T00:16:55.000,4,4.29,1,N,161,7,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-3
50,300,2,2018-12-31T23:58:10.000,2019-01-01T00:25:52.000,1,4.1,1,N,48,209,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76,Noida Sec-6
51,301,1,2018-12-31T23:58:09.000,2019-01-01T00:05:09.000,2,0.8,1,N,143,50,1,6.0,0.5,0.5,2.15,0.0,0.3,9.45,Noida Sec-52
52,302,2,2018-12-31T23:58:09.000,2018-12-31T23:58:11.000,2,0.0,5,N,79,114,1,5.0,0.0,0.0,1.32,0.0,0.3,6.62,Noida Sec-4
53,303,1,2018-12-31T23:58:06.000,2019-01-01T00:04:24.000,2,1.1,1,N,100,170,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-63
54,304,1,2018-12-31T23:58:05.000,2019-01-01T00:16:35.000,1,2.5,1,N,186,143,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,Noida Sec-23
55,305,2,2018-12-31T23:58:04.000,2019-01-01T00:18:58.000,4,5.15,1,N,255,7,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76,Noida Sec-54
56,306,1,2018-12-31T23:58:02.000,2019-01-01T00:04:56.000,1,1.0,1,N,209,231,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,Noida Sec-64
57,307,1,2018-12-31T23:58:02.000,2019-01-01T00:02:13.000,1,0.7,1,N,239,142,1,5.0,0.5,0.5,1.55,0.0,0.3,7.85,Noida Sec-27
58,308,1,2018-12-31T23:58:01.000,2019-01-01T00:09:43.000,1,1.4,1,N,246,50,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,Noida Sec-33
59,309,4,2018-12-31T23:58:01.000,2019-01-01T00:20:55.000,1,8.68,1,N,142,212,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8,Noida Sec-1
60,310,2,2018-12-31T23:58:00.000,2019-01-01T00:16:28.000,1,1.43,1,N,186,48,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,Noida Sec-23
61,311,1,2018-12-31T23:57:58.000,2019-01-01T00:17:58.000,4,3.2,1,N,164,236,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,Noida Sec-12
62,312,2,2018-12-31T23:57:58.000,2019-01-01T00:18:36.000,1,7.81,1,N,138,166,1,24.5,0.5,0.5,20.0,5.76,0.3,51.56,Noida Sec-11
63,313,2,2018-12-31T23:57:58.000,2019-01-01T00:07:03.000,1,0.64,1,N,161,162,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-3
64,314,4,2018-12-31T23:57:55.000,2019-01-01T00:11:29.000,1,2.1,1,N,148,170,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,Noida Sec-14
65,315,2,2018-12-31T23:57:54.000,2019-01-01T00:06:17.000,3,1.04,1,N,231,148,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,Noida Sec-20
66,316,1,2018-12-31T23:57:54.000,2019-01-01T00:15:19.000,1,3.0,1,N,107,87,1,13.5,0.5,0.5,2.0,0.0,0.3,16.8,Noida Sec-50
67,317,2,2018-12-31T23:57:50.000,2019-01-01T00:16:23.000,4,1.97,1,N,186,246,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,Noida Sec-23
68,318,1,2018-12-31T23:57:50.000,2019-01-01T00:02:50.000,2,0.7,1,N,264,264,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-30
69,319,1,2018-12-31T23:57:48.000,2019-01-01T00:07:20.000,1,1.9,1,N,151,263,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,Noida Sec-32
70,320,2,2018-12-31T23:57:48.000,2019-01-01T00:09:48.000,1,4.16,1,N,255,33,1,14.0,0.5,0.5,1.7,0.0,0.3,17.0,Noida Sec-54
71,321,2,2018-12-31T23:57:47.000,2018-12-31T23:59:44.000,1,0.18,5,N,265,265,1,100.0,0.0,0.5,0.0,0.0,0.3,100.8,Noida sec=83
72,322,1,2018-12-31T23:57:47.000,2019-01-01T00:01:09.000,1,0.2,1,N,249,249,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-9
73,323,2,2018-12-31T23:57:46.000,2019-01-01T00:32:01.000,3,18.7,1,N,132,26,2,52.5,0.5,0.5,0.0,0.0,0.3,53.8,Noida Sec-8
74,324,2,2018-12-31T23:57:45.000,2019-01-01T00:00:20.000,1,0.34,1,N,229,161,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-18
75,325,4,2018-12-31T23:57:41.000,2019-01-01T00:02:39.000,1,1.24,1,N,239,151,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-27
76,326,1,2018-12-31T23:57:37.000,2018-12-31T23:59:49.000,1,0.6,1,N,68,68,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35,Noida Sec-22
77,327,2,2018-12-31T23:57:34.000,2019-01-01T00:21:38.000,1,5.53,1,N,237,148,1,21.0,0.5,0.5,4.46,0.0,0.3,26.76,Noida Sec-2
78,328,1,2018-12-31T23:57:32.000,2019-01-01T00:03:34.000,1,1.5,1,N,141,236,1,7.0,0.5,0.5,1.25,0.0,0.3,9.55,Noida Sec-25
79,329,2,2018-12-31T23:57:32.000,2018-12-31T23:59:43.000,1,0.23,1,N,246,68,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-33
80,330,2,2018-12-31T23:57:32.000,2019-01-01T00:03:23.000,2,0.98,1,N,148,79,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-14
81,331,1,2018-12-31T23:57:31.000,2019-01-01T00:17:16.000,2,5.5,1,N,237,158,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,Noida Sec-2
82,332,2,2018-12-31T23:57:28.000,2019-01-01T00:20:21.000,2,9.61,1,N,262,56,2,28.5,0.5,0.5,0.0,0.0,0.3,29.8,Noida Sec-41
83,333,2,2018-12-31T23:57:27.000,2019-01-01T00:06:23.000,1,1.57,1,N,186,158,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,Noida Sec-23
84,334,2,2018-12-31T23:57:26.000,2019-01-01T00:03:28.000,5,1.53,1,N,42,41,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-43
85,335,2,2018-12-31T23:57:24.000,2019-01-01T00:01:56.000,1,0.7,1,N,90,90,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-42
86,336,1,2018-12-31T23:57:23.000,2019-01-01T00:04:16.000,2,1.6,1,N,237,43,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38,Noida Sec-2
87,337,1,2018-12-31T23:57:23.000,2019-01-01T00:21:24.000,1,12.8,1,N,119,265,2,36.0,0.5,0.5,0.0,0.0,0.3,37.3,Noida sec-78
88,338,1,2018-12-31T23:57:22.000,2018-12-31T23:58:13.000,1,2.1,1,N,68,68,3,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-22
89,339,1,2018-12-31T23:57:22.000,2019-01-01T00:05:40.000,1,1.1,1,N,113,4,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-16
90,340,1,2018-12-31T23:57:21.000,2019-01-01T00:17:26.000,2,9.3,1,N,132,131,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3,Noida Sec-8
91,341,1,2018-12-31T23:57:20.000,2019-01-01T00:06:49.000,1,2.4,1,N,35,222,1,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida sec-90
92,342,1,2018-12-31T23:57:20.000,2019-01-01T00:01:08.000,3,0.4,1,N,262,263,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-41
93,343,1,2018-12-31T23:57:19.000,2019-01-01T00:20:45.000,2,4.9,1,N,239,249,1,19.0,0.5,0.5,6.05,0.0,0.3,26.35,Noida Sec-27
94,344,1,2018-12-31T23:57:19.000,2019-01-01T00:08:24.000,1,2.6,1,N,234,141,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,Noida Sec-34
95,345,1,2018-12-31T23:57:19.000,2019-01-01T00:12:16.000,1,1.6,1,N,74,75,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,Noida Sec-56
96,346,2,2018-12-31T23:57:18.000,2018-12-31T23:59:13.000,5,0.25,1,N,140,141,1,3.5,0.5,0.5,1.44,0.0,0.3,6.24,Noida Sec-31
97,347,2,2018-12-31T23:57:18.000,2019-01-01T00:15:16.000,3,5.4,1,N,229,166,1,17.5,0.5,0.5,5.64,0.0,0.3,24.44,Noida Sec-18
98,348,2,2018-12-31T23:57:17.000,2019-01-01T00:07:28.000,1,4.85,1,N,132,219,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,Noida Sec-8
99,349,2,2018-12-31T23:57:16.000,2019-01-01T00:40:29.000,1,22.26,2,N,132,142,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,Noida Sec-8
100,350,1,2018-12-31T23:57:16.000,2018-12-31T23:59:00.000,1,0.6,1,N,140,263,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-31
101,351,2,2018-12-31T23:57:16.000,2019-01-01T00:25:17.000,1,5.13,1,N,249,239,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,Noida Sec-9
102,352,2,2018-12-31T23:57:13.000,2019-01-01T00:05:53.000,1,2.05,1,N,43,233,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-21
103,353,2,2018-12-31T23:57:10.000,2019-01-01T00:04:42.000,1,1.49,1,N,75,151,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-28
104,354,1,2018-12-31T23:57:09.000,2019-01-01T00:14:49.000,2,3.3,1,N,234,261,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,Noida Sec-34
105,355,2,2018-12-31T23:57:08.000,2019-01-01T00:23:01.000,2,2.07,1,N,161,113,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-3
106,356,2,2018-12-31T23:57:07.000,2019-01-01T00:03:53.000,2,0.76,1,N,100,234,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-63
107,357,2,2018-12-31T23:57:07.000,2019-01-01T00:26:53.000,1,4.92,1,N,264,264,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,Noida Sec-30
108,358,1,2018-12-31T23:57:06.000,2019-01-01T00:00:28.000,1,0.7,1,N,48,48,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-6
109,359,1,2018-12-31T23:57:06.000,2019-01-01T00:00:07.000,2,0.4,1,N,246,246,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-33
110,360,2,2018-12-31T23:57:04.000,2019-01-01T00:02:22.000,6,1.91,1,N,142,151,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-1
111,361,2,2018-12-31T23:57:04.000,2019-01-01T00:14:09.000,1,3.93,1,N,68,209,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,Noida Sec-22
112,362,1,2018-12-31T23:57:04.000,2019-01-01T00:01:22.000,1,0.6,1,N,79,4,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,Noida Sec-4
113,363,1,2018-12-31T23:57:02.000,2019-01-01T00:02:22.000,1,0.9,1,N,163,237,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15,Noida Sec-13
114,364,2,2018-12-31T23:57:01.000,2019-01-01T00:05:38.000,5,3.28,1,N,162,226,1,11.0,0.5,0.5,0.01,0.0,0.3,12.31,Noida Sec-19
115,365,1,2018-12-31T23:56:59.000,2019-01-01T00:16:31.000,2,1.4,1,N,142,48,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,Noida Sec-1
116,366,2,2018-12-31T23:56:59.000,2019-01-01T00:07:04.000,1,0.74,1,N,164,170,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,Noida Sec-12
117,367,1,2018-12-31T23:56:58.000,2019-01-01T00:00:12.000,1,0.7,1,N,238,151,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-15
118,368,2,2018-12-31T23:56:54.000,2019-01-01T00:37:31.000,1,23.68,2,N,132,50,1,52.0,0.0,0.5,17.57,5.76,0.3,76.13,Noida Sec-8
119,369,1,2018-12-31T23:56:51.000,2019-01-01T00:23:32.000,3,18.3,2,N,132,75,1,52.0,0.0,0.5,15.0,5.76,0.3,73.56,Noida Sec-8
120,370,2,2018-12-31T23:56:51.000,2019-01-01T00:02:58.000,1,0.94,1,N,237,141,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,Noida Sec-2
121,371,2,2018-12-31T23:56:50.000,2019-01-01T00:12:00.000,2,2.82,1,N,144,107,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,Noida Sec-26
122,372,2,2018-12-31T23:56:49.000,2019-01-01T00:42:48.000,1,8.75,1,N,181,161,1,36.0,0.5,0.5,2.0,0.0,0.3,39.3,Noida Sec-67
123,373,1,2018-12-31T23:56:49.000,2019-01-01T00:14:47.000,1,4.2,1,N,237,48,1,16.0,0.5,0.5,4.3,0.0,0.3,21.6,Noida Sec-2
124,374,1,2018-12-31T23:56:48.000,2019-01-01T00:22:42.000,1,10.5,1,N,138,143,1,30.5,0.5,0.5,5.5,5.76,0.3,43.06,Noida Sec-11
125,375,2,2018-12-31T23:56:46.000,2018-12-31T23:59:30.000,2,0.55,1,N,231,87,1,4.0,0.5,0.5,0.1,0.0,0.3,5.4,Noida Sec-20
126,376,1,2018-12-31T23:56:44.000,2019-01-01T00:04:02.000,1,1.7,1,N,24,239,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,Noida Sec-66
127,377,2,2018-12-31T23:56:44.000,2019-01-01T00:09:19.000,1,3.3,1,N,137,146,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,Noida Sec-38
128,378,2,2018-12-31T23:56:42.000,2019-01-01T01:09:45.000,5,10.22,1,N,249,129,2,48.0,0.5,0.5,0.0,0.0,0.3,49.3,Noida Sec-9
129,379,1,2018-12-31T23:56:42.000,2019-01-01T00:11:38.000,0,2.4,1,N,141,107,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0,Noida Sec-25
130,380,2,2018-12-31T23:56:40.000,2018-12-31T23:59:56.000,1,0.55,1,N,62,61,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-45
131,381,1,2018-12-31T23:56:40.000,2019-01-01T00:08:33.000,1,2.0,1,N,158,232,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,Noida Sec-24
132,382,1,2018-12-31T23:56:39.000,2019-01-01T00:00:07.000,2,0.4,1,N,50,48,1,4.0,0.5,0.5,0.62,0.0,0.3,5.92,Noida Sec-17
133,383,2,2018-12-31T23:56:39.000,2019-01-01T00:06:30.000,2,0.87,1,N,68,48,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,Noida Sec-22
134,384,2,2018-12-31T23:56:39.000,2019-01-01T00:00:23.000,1,0.4,1,N,237,140,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,Noida Sec-2
135,385,1,2018-12-31T23:56:38.000,2019-01-01T00:03:35.000,2,0.4,1,N,48,48,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-6
136,386,1,2018-12-31T23:56:38.000,2019-01-01T00:06:45.000,1,2.8,1,N,229,79,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,Noida Sec-18
137,387,2,2018-12-31T23:56:36.000,2019-01-01T00:07:14.000,1,1.86,1,N,249,137,1,8.5,0.5,0.5,2.94,0.0,0.3,12.74,Noida Sec-9
138,388,1,2018-12-31T23:56:34.000,2019-01-01T00:05:27.000,1,3.5,1,N,141,4,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,Noida Sec-25
139,389,1,2018-12-31T23:56:33.000,2019-01-01T00:04:02.000,2,1.5,1,N,151,166,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-32
140,390,1,2018-12-31T23:56:30.000,2019-01-01T00:05:44.000,1,2.4,1,N,263,151,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-7
141,391,2,2018-12-31T23:56:30.000,2018-12-31T23:57:35.000,1,0.1,1,N,80,217,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida sec-91
142,392,2,2018-12-31T23:56:29.000,2019-01-01T00:12:28.000,3,4.19,1,N,68,238,1,16.0,0.5,0.5,2.5,0.0,0.3,19.8,Noida Sec-22
143,393,2,2018-12-31T23:56:28.000,2018-12-31T23:58:59.000,1,0.79,1,N,236,75,1,4.5,0.5,0.5,0.58,0.0,0.3,6.38,Noida Sec-10
144,394,2,2018-12-31T23:56:27.000,2019-01-01T00:12:09.000,1,2.3,1,N,151,75,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,Noida Sec-32
145,395,1,2018-12-31T23:56:25.000,2019-01-01T00:01:03.000,2,0.6,1,N,142,143,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,Noida Sec-1
146,396,1,2018-12-31T23:56:23.000,2019-01-01T00:00:23.000,2,0.5,1,N,263,236,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-7
147,397,2,2018-12-31T23:56:23.000,2018-12-31T23:59:54.000,1,0.31,1,N,68,90,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,Noida Sec-22
148,398,1,2018-12-31T23:56:22.000,2019-01-01T00:27:56.000,1,2.8,1,N,144,164,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95,Noida Sec-26
149,399,2,2018-12-31T23:56:22.000,2019-01-01T00:09:53.000,1,4.32,1,N,234,87,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,Noida Sec-34
150,400,2,2018-12-31T23:56:22.000,2018-12-31T23:59:30.000,1,0.77,1,N,244,116,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-39
151,401,1,2018-12-31T23:56:21.000,2019-01-01T00:03:55.000,2,1.4,1,N,68,113,1,7.0,0.5,0.5,5.0,0.0,0.3,13.3,Noida Sec-22
152,402,2,2018-12-31T23:56:20.000,2019-01-01T00:05:52.000,1,2.03,1,N,243,247,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,Noida Sec-55
153,403,2,2018-12-31T23:56:19.000,2018-12-31T23:56:24.000,2,0.0,1,N,148,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-14
